run_dir,manifest_qa_count,rows_expected,rows_actual,conditions_expected,conditions_actual,qa_count_per_condition_expected,qa_count_per_condition_actual_min,qa_count_per_condition_actual_max,api_error_like_rows,error_answer_rows,all_quality_off
data/results/20260330_185830_report_full_qualityoff,20,360,360,18,18,20,20,20,0,0,True
